Image,Title,Author,Price,ASIN,ISBN13,Rank,AvgRating,Reviews,Ratings
"=Image(""http://ecx.images-amazon.com/images/I/416zFuV+esL._SL75_.jpg"")","Computers Are Your Future: Complete, 11th Edition",Catherine Laberta,$145.33,0135092760,9780135092767,53259,0.0,0,0
"=Image(""http://ecx.images-amazon.com/images/I/31XoRRhGtQL._SL75_.jpg"")",The Elements of F*cking Style: A Helpful Parody,Chris Baker,$9.99,031258377X,9780312583774,958,5.00,17,1
"=Image(""http://ecx.images-amazon.com/images/I/51BbyGysRtL._SL75_.jpg"")","Creating Motion Graphics with After Effects: Essential and Advanced Techniques, 5th Edition, Version CS5",Chris Meyer,$69.95,0240814150,9780240814155,17229,4.60,1,0
"=Image(""http://ecx.images-amazon.com/images/I/41nPsxSSE8L._SL75_.jpg"")",Socialnomics: How Social Media Transforms the Way We Live and Do Business,Erik Qualman,$16.95,0470638842,9780470638842,9507,3.60,20,5
"=Image(""http://ecx.images-amazon.com/images/I/41uPEfW3rmL._SL75_.jpg"")",Objective-C Pocket Reference,Andrew Duncan,$9.95,0596004230,9780596004231,167231,3.75,24,8
"=Image(""http://ecx.images-amazon.com/images/I/41n1dNZEpBL._SL75_.jpg"")",C Pocket Reference,Peter Prinz,$9.95,0596004362,9780596004361,239644,3.86,24,7
"=Image(""http://ecx.images-amazon.com/images/I/51DGNmbIAwL._SL75_.jpg"")",CliffsNotes Math Review for Standardized Tests (Cliffs Test Prep Math Review Standardized),Jerry Bobrow Ph.D.,$14.99,0470500778,9780470500774,213,4.50,16,2
"=Image(""http://ecx.images-amazon.com/images/I/51XC6kl0OgL._SL75_.jpg"")",IT's hidden face: Everything you always wanted to know about Information Technology. A look behind the scenes,Claude Roeltgen,$11.95,1442152311,9781442152311,198039,3.67,4,3
"=Image(""http://ecx.images-amazon.com/images/I/51xypEIrn7L._SL75_.jpg"")","CCNA, (640-802): Cisco Certified Network Associate Study Guide",Todd Lammle,$49.99,0470901071,9780470901076,1700,4.00,0,0
"=Image(""http://ecx.images-amazon.com/images/I/41qn8SFnW-L._SL75_.jpg"")","Cisco ASA: All-in-One Firewall, IPS, Anti-X, and VPN Adaptive Security Appliance (2nd Edition)",Jazib Frahim,$80.00,1587058197,9781587058196,34776,0.0,3,0
"=Image(""http://ecx.images-amazon.com/images/I/51zuAbvtwgL._SL75_.jpg"")","The Blue Book of Grammar and Punctuation: An Easy-to-Use Guide with Clear Rules, Real-World Examples, and Reproducible Quizzes",Jane Straus,$14.95,0470222689,9780470222683,2616,4.00,21,5
"=Image(""http://ecx.images-amazon.com/images/I/51RQZ66BSwL._SL75_.jpg"")",Reshaping Your Business with Web 2.0: Using New Social Technologies to Lead Business Transformation,Vince Casarez,$39.99,0071600787,9780071600781,509886,3.00,8,1
"=Image(""http://ecx.images-amazon.com/images/I/51X-2-y+zqL._SL75_.jpg"")","Hacking Exposed Wireless, Second Edition",Johnny Cache,$49.99,0071666613,9780071666619,91754,3.59,5,1
"=Image(""http://ecx.images-amazon.com/images/I/51+HW3e00fL._SL75_.jpg"")",The Secret Knowledge: On the Dismantling of American Culture,David Mamet,$27.95,1595230769,9781595230768,67,3.50,186,26
"=Image(""http://ecx.images-amazon.com/images/I/41Dr4YBjSQL._SL75_.jpg"")",Web Analytics: An Hour a Day [With CDROM] [WEB ANALYTICS],,,B002G7T682,,4319844,,,
"=Image(""http://ecx.images-amazon.com/images/I/51D0+CmxfQL._SL75_.jpg"")",Professional Alfresco: Practical Solutions for Enterprise Content Management (Wrox Programmer to Programmer),David Caruana,$49.99,0470571047,9780470571040,229251,4.00,6,1
"=Image(""http://ecx.images-amazon.com/images/I/51ZA3bpwl3L._SL75_.jpg"")",Step-Up to Medicine (Step-Up Series),Steven S. Agabegi,$46.50,0781771536,9780781771535,158,4.20,19,10
"=Image(""http://ecx.images-amazon.com/images/I/41XE3G9666L._SL75_.jpg"")",How We Test Software at Microsoft,Alan Page,$44.99,0735624259,9780735624252,240856,3.67,23,3
"=Image(""http://ecx.images-amazon.com/images/I/51rl1CXGO-L._SL75_.jpg"")",Investing Online For Dummies,Matt Krantz,$24.99,0470769262,9780470769263,10691,0.0,2,0
"=Image(""http://ecx.images-amazon.com/images/I/51a-0tG36rL._SL75_.jpg"")","Accelerated DOM Scripting with Ajax, APIs, and Libraries (Expert's Voice)",Jonathan Snook,$39.99,1590597648,9781590597644,682654,3.00,9,1
"=Image(""http://ecx.images-amazon.com/images/I/41pnpylhnoL._SL75_.jpg"")",Pro Android 3,Satya Komatineni,$49.99,1430232226,9781430232223,7294,4.50,6,2
"=Image(""http://ecx.images-amazon.com/images/I/51e7Lt71rjL._SL75_.jpg"")",CompTIA Security+ Review Guide: SY0-201,James M. Stewart,$29.99,0470404841,9780470404843,199856,3.00,2,1
"=Image(""http://ecx.images-amazon.com/images/I/41Ps6BO0phL._SL75_.jpg"")",Inside Microsoft SharePoint 2010,Ted Pattison,$59.99,0735627460,9780735627468,27444,0.0,7,0
"=Image(""http://ecx.images-amazon.com/images/I/51AltyNnW1L._SL75_.jpg"")",Facebook For Dummies,Leah Pearlman,$21.99,0470878045,9780470878040,4742,3.14,6,3
"=Image(""http://ecx.images-amazon.com/images/I/51clcOQwmcL._SL75_.jpg"")",Managing the Testing Process: Practical Tools and Techniques for Managing Hardware and Software Testing,Rex Black,$45.00,0470404159,9780470404157,201961,3.67,5,2
"=Image(""http://ecx.images-amazon.com/images/I/51vWZPF4h9L._SL75_.jpg"")","Web 2.0 Fundamentals for Developers: With AJAX, Development Tools, and Mobile Platforms",Oswald Campesato,$49.95,0763779733,9780763779733,334604,0.0,0,0
"=Image(""http://ecx.images-amazon.com/images/I/51cQ2dKof3L._SL75_.jpg"")",History of Modern Art (Paper cover) (6th Edition),H. H. H Arnason,$128.00,0136062067,9780136062066,43602,3.76,2,0
"=Image(""http://ecx.images-amazon.com/images/I/510Fo+rjR6L._SL75_.jpg"")",The Adobe Photoshop Lightroom 3 Book: The Complete Guide for Photographers,Martin Evening,$54.99,0321680707,9780321680709,5009,3.86,9,2
"=Image(""http://ecx.images-amazon.com/images/I/51+IN91CAKL._SL75_.jpg"")",Scholastic Journalism,Tom E. Rolnicki,$34.99,0813827531,9780813827537,71776,0.0,0,0
"=Image(""http://ecx.images-amazon.com/images/I/51T7JDHQRTL._SL75_.jpg"")",Algebra: Structure and Method Book 1,Richard G. Brown,$101.60,0395977223,9780395977224,2002,3.00,2,1
"=Image(""http://ecx.images-amazon.com/images/I/61CB9JXHKJL._SL75_.jpg"")",Powerpc Microprocessor Developer's Guide (Sams Developer's Guide),John Bunda,$35.00,0672305437,9780672305436,476320,0.0,0,0
"=Image(""http://ecx.images-amazon.com/images/I/41V-6ZmDlcL._SL75_.jpg"")",Public Relations:  The Profession and the Practice,Dan Lattimore,,0073378879,9780073378879,75347,3.50,0,0
"=Image(""http://ecx.images-amazon.com/images/I/51BJ77rdNUL._SL75_.jpg"")",CISSP Study Guide,Eric Conrad,$59.95,1597495638,9781597495639,23729,0.0,4,0
"=Image(""http://ecx.images-amazon.com/images/I/51K-8br8XfL._SL75_.jpg"")",The Help (Movie Tie-In),Kathryn Stockett,$16.00,0425245136,9780425245132,14,4.46,22,2
"=Image(""http://ecx.images-amazon.com/images/I/41ewon4IwOL._SL75_.jpg"")",The Rootkit Arsenal: Escape and Evasion in the Dark Corners of the System,Bill Blunden,$49.95,1598220616,9781598220612,124544,3.50,25,2
"=Image(""http://ecx.images-amazon.com/images/I/51cbLgw8bYL._SL75_.jpg"")",Facebook Marketing For Dummies,Paul Dunay,$24.99,0470923245,9780470923245,27969,0.0,1,0
"=Image(""http://ecx.images-amazon.com/images/I/514OUAnf1CL._SL75_.jpg"")",1001 Most Useful Spanish Words (Beginners' Guides),Seymour Resnick,$2.00,0486291138,9780486291130,819,3.43,21,7
"=Image(""http://ecx.images-amazon.com/images/I/51NBXG5MMGL._SL75_.jpg"")","Rothstein: The Life, Times, and Murder of the Criminal Genius Who Fixed the 1919 World Series",David Pietrusza,$18.00,0786714530,9780786714537,200084,3.59,9,4
"=Image(""http://ecx.images-amazon.com/images/I/51SBu56MDAL._SL75_.jpg"")",MCTS Self-Paced Training Kit (Exam 70-433): Microsoft® SQL Server® 2008 Database Development,Tobias Thernstrom,$69.99,0735626391,9780735626393,16071,3.40,26,10
"=Image(""http://ecx.images-amazon.com/images/I/51qKdwfH8AL._SL75_.jpg"")",Ranking Number One: 50 Essential SEO Tips To Boost Your Search Engine Results,James Beswick,$17.95,1452849900,9781452849904,27215,0.0,0,0
"=Image(""http://ecx.images-amazon.com/images/I/51JuI0OYn2L._SL75_.jpg"")",Creating Content Management Systems in Java (Charles River Media Programming),Arron Ferguson,$49.95,1584504668,9781584504665,1197326,0.0,1,0
"=Image(""http://ecx.images-amazon.com/images/I/511GVG2HhvL._SL75_.jpg"")",Embedded C Programming and the Atmel AVR,Richard H. Barnett,$169.95,1418039594,9781418039592,424436,2.60,7,5
"=Image(""http://ecx.images-amazon.com/images/I/51DIJgj5K2L._SL75_.jpg"")",Search Engine Optimization For Dummies,Peter Kent,$29.99,0470881046,9780470881040,11769,3.14,10,3
"=Image(""http://ecx.images-amazon.com/images/I/51aWO76nV5L._SL75_.jpg"")","HTML, XHTML & CSS All-In-One For Dummies",Andy Harris,$39.99,0470537558,9780470537558,8204,2.33,5,2
"=Image(""http://ecx.images-amazon.com/images/I/51IMkWuKouL._SL75_.jpg"")",QuickBooks 2011 For Dummies,Stephen L. Nelson,$24.99,0470646497,9780470646496,1582,4.00,3,1
"=Image(""http://ecx.images-amazon.com/images/I/51Xvt+HYpDL._SL75_.jpg"")",Microsoft SharePoint 2010 Administrator's Companion,Bill English,$59.99,0735627207,9780735627208,24854,0.0,6,0
"=Image(""http://ecx.images-amazon.com/images/I/51e6yOYwa-L._SL75_.jpg"")",Microsoft SharePoint Designer 2010 Step by Step (Step by Step (Microsoft)),Penelope Coventry,$39.99,0735627339,9780735627338,47752,0.0,2,0
"=Image(""http://ecx.images-amazon.com/images/I/51Ulm8qtpXL._SL75_.jpg"")",Project 2010 For Dummies (For Dummies (Computer/Tech)),Nancy C. Muir,$24.99,0470501324,9780470501320,12829,0.0,2,0
"=Image(""http://ecx.images-amazon.com/images/I/41UG4Uw1K9L._SL75_.jpg"")",Economics,Campbell McConnell,,0073126632,9780073126630,10840,3.70,15,7
"=Image(""http://ecx.images-amazon.com/images/I/51F8mSnZR-L._SL75_.jpg"")",IT Architecture For Dummies,Kalani Kirk Hausman,$34.99,0470554231,9780470554234,84213,0.0,2,0
"=Image(""http://ecx.images-amazon.com/images/I/51PGVHdhq+L._SL75_.jpg"")",Biology (Cliffs Quick Review),I. Edward Alcamo,$9.99,0764563750,9780764563751,32817,4.00,13,6
"=Image(""http://ecx.images-amazon.com/images/I/51RkyUKgaOL._SL75_.jpg"")",Android Application Development For Dummies,Donn Felker,$29.99,047077018X,9780470770184,3459,4.00,17,4
"=Image(""http://ecx.images-amazon.com/images/I/51XIbHNw3nL._SL75_.jpg"")",Microsoft Project 2010 Step by Step (Step By Step (Microsoft)),Carl Chatfield,$29.99,0735626952,9780735626959,9463,0.0,4,0
"=Image(""http://ecx.images-amazon.com/images/I/41nB8IeqMcL._SL75_.jpg"")",iOS Programming: The Big Nerd Ranch Guide (2nd Edition) (Big Nerd Ranch Guides),Joe Conway,$49.99,0321773772,9780321773777,2961,0.0,1,0
"=Image(""http://ecx.images-amazon.com/images/I/51vFzqIH9uL._SL75_.jpg"")",Difficult Conversations: How to Discuss What Matters Most,Douglas Stone,$16.00,0143118447,9780143118442,1838,3.91,23,10
"=Image(""http://ecx.images-amazon.com/images/I/41SuqqqCOvL._SL75_.jpg"")","Surveillance Countermeasures: A Serious Guide To Detecting, Evading, And Eluding Threats To Personal Privacy",ACM IV Security Services,$20.00,0873647637,9780873647632,154108,3.00,8,3
"=Image(""http://ecx.images-amazon.com/images/I/51Dw84MrrfL._SL75_.jpg"")","Advanced Web Metrics with Google Analytics, 2nd Edition",Brian Clifton,$39.99,0470562315,9780470562314,32879,4.14,11,3
"=Image(""http://ecx.images-amazon.com/images/I/51R7DXJre7L._SL75_.jpg"")",Cloud Computing Architected: Solution Design Handbook,John Rhoton,$39.95,0956355617,9780956355614,82098,4.00,2,1
"=Image(""http://ecx.images-amazon.com/images/I/51R2P4EB1YL._SL75_.jpg"")",C: A Reference Manual (5th Edition),Samuel P. Harbison,$61.00,013089592X,9780130895929,118946,4.07,19,3
"=Image(""http://ecx.images-amazon.com/images/I/514yByCp8sL._SL75_.jpg"")","Visual Analytics and Interactive Technologies: Data, Text and Web Mining Applications (Premier Reference Source)",Qingyu Zhang,$180.00,1609601025,9781609601027,3119566,0.0,0,0
"=Image(""http://ecx.images-amazon.com/images/I/51SiQcGkJdL._SL75_.jpg"")",Choosing Web 2.0 Tools for Learning and Teaching in a Digital World,Pam Berger,$40.00,1591587069,9781591587064,323980,3.80,20,5
"=Image(""http://ecx.images-amazon.com/images/I/512dYTVKsmL._SL75_.jpg"")","MCTS 70-680 Cert Guide: Microsoft Windows 7, Configuring",Don Poulton,$59.99,0789747073,9780789747075,13105,4.00,2,1
"=Image(""http://ecx.images-amazon.com/images/I/515rLgTLMHL._SL75_.jpg"")",CliffsAP Biology,Phillip E. Pack Ph.D.,$16.99,0470097647,9780470097649,1183,3.92,18,12
"=Image(""http://ecx.images-amazon.com/images/I/31-cr0-soxL._SL75_.jpg"")",Producing for Web 2.0: A Student Guide (Media Skills),Jason Whittaker,$39.95,041548622X,9780415486224,508663,0.0,0,0
"=Image(""http://ecx.images-amazon.com/images/I/41Sv3+gXgsL._SL75_.jpg"")",HDL Programming Fundamentals: VHDL and Verilog (Davinci Engineering),Nazeih M Botros,$59.95,1584508558,9781584508557,399443,0.0,3,0
"=Image(""http://ecx.images-amazon.com/images/I/41gCmEkUD-L._SL75_.jpg"")",Simply SQL,Rudy Limeback,$34.95,0980455251,9780980455250,551519,5.00,14,3
"=Image(""http://ecx.images-amazon.com/images/I/517gfuj+9hL._SL75_.jpg"")",Tropic of Chaos: Climate Change and the New Geography of Violence,Christian Parenti,$25.99,1568586000,9781568586007,3685,0.0,21,0
"=Image(""http://ecx.images-amazon.com/images/I/51WyNdhbt7L._SL75_.jpg"")",Extreme Prejudice: The Terrifying Story of the Patriot Act and the Cover Ups of 9/11 and Iraq,Susan Lindauer,$17.50,1453642757,9781453642757,137649,0.0,5,0
"=Image(""http://ecx.images-amazon.com/images/I/51ItCx3TDeL._SL75_.jpg"")",CCNA Wireless Official Exam Certification Guide  (CCNA IUWNE 640-721),Brandon James Carroll,$49.99,1587202115,9781587202117,117629,3.50,6,4
"=Image(""http://ecx.images-amazon.com/images/I/41CLd4Lp32L._SL75_.jpg"")",Web Security Testing Cookbook: Systematic Techniques to Find Problems Fast,Paco Hope,$39.99,0596514832,9780596514839,175512,3.38,19,8
"=Image(""http://ecx.images-amazon.com/images/I/5130BSwfclL._SL75_.jpg"")",Getting to Know ArcGIS Desktop,Tim Ormsby,$79.95,1589482603,9781589482609,11072,3.43,4,3
"=Image(""http://ecx.images-amazon.com/images/I/51wnVkc8TmL._SL75_.jpg"")",JavaScript: The Definitive Guide: Activate Your Web Pages,David Flanagan,$49.99,0596805527,9780596805524,1872,3.99,9,0
"=Image(""http://ecx.images-amazon.com/images/I/51bKGr04tBL._SL75_.jpg"")","CompTIA Security+ Review Guide, Includes CD: Exam SY0-301",James M. Stewart,$29.99,1118061179,9781118061176,41438,0.0,0,0
"=Image(""http://ecx.images-amazon.com/images/I/41W3DD8pquL._SL75_.jpg"")",SQL in a Nutshell (In a Nutshell (O'Reilly)),Kevin Kline,$44.99,0596518846,9780596518844,391400,0.0,2,0
"=Image(""http://ecx.images-amazon.com/images/I/51r4fCBaSxL._SL75_.jpg"")","Practical JavaScript, DOM Scripting and Ajax Projects",Frank Zammetti,$44.99,1590598164,9788181287137,784683,,,
"=Image(""http://ecx.images-amazon.com/images/I/51FOmwOLk1L._SL75_.jpg"")","The Art of Debugging with GDB, DDD, and Eclipse",Norman Matloff,$39.95,1593271743,9781593271749,124986,5.00,13,0
"=Image(""http://ecx.images-amazon.com/images/I/51oHLSbrDhL._SL75_.jpg"")",The Writing Life,Annie Dillard,$11.99,B003L1ZX9I,,13635,,,
"=Image(""http://ecx.images-amazon.com/images/I/51dIozk9R9L._SL75_.jpg"")",HTML5 Canvas,Steve Fulton,$39.99,144939390X,9781449393908,16216,0.0,4,0
"=Image(""http://ecx.images-amazon.com/images/I/51Qw01gJd7L._SL75_.jpg"")",Writing Today,Richard Johnson-Sheehan,$72.20,0205617441,9780205617449,2034,2.67,5,3
"=Image(""http://ecx.images-amazon.com/images/I/51On1PJ32AL._SL75_.jpg"")","Introduction to Security, Eighth Edition",Robert Fischer Ph.D.,$69.95,0750684321,9780750684323,52089,0.0,1,0
"=Image(""http://ecx.images-amazon.com/images/I/51PrFQXe7fL._SL75_.jpg"")",Java Web Services: Up and Running,Martin Kalin,$34.99,059652112X,9780596521127,126226,3.50,27,10
"=Image(""http://ecx.images-amazon.com/images/I/41pwCO8FwfL._SL75_.jpg"")",QuickBooks 2011: The Missing Manual,Bonnie Biafore,$29.99,1449392458,9781449392451,5764,0.0,2,0
"=Image(""http://ecx.images-amazon.com/images/I/51dW2z5E+LL._SL75_.jpg"")",The Art Of War,Sun Tzu,$7.77,1936594358,9781936594351,8480,3.80,5,1
"=Image(""http://ecx.images-amazon.com/images/I/51D26D44-gL._SL75_.jpg"")",The Facebook Effect: The Inside Story of the Company That Is Connecting the World,David Kirkpatrick,$16.00,1439102120,9781439102121,6994,3.83,9,4
"=Image(""http://ecx.images-amazon.com/images/I/41DAwXERQ0L._SL75_.jpg"")",Fatal System Error: The Hunt for the New Crime Lords Who are Bringing Down the Internet,Joseph Menn,$25.95,B004I1JQNE,,58508,,,
"=Image(""http://ecx.images-amazon.com/images/I/51LjtuVeg-L._SL75_.jpg"")",Alfresco 3 Enterprise Content Management Implementation,Munwar Shariff,$59.99,1847197361,9781847197368,392638,0.0,2,0
"=Image(""http://ecx.images-amazon.com/images/I/51X86EnbGbL._SL75_.jpg"")",Microsoft Excel 2010 In Depth,Bill Jelen,$39.99,0789743086,9780789743084,17682,0.0,2,0
"=Image(""http://ecx.images-amazon.com/images/I/517vhosdiuL._SL75_.jpg"")",Professional Portrait Retouching Techniques for Photographers Using Photoshop (Voices That Matter),Scott Kelby,$49.99,0321725549,9780321725547,3017,5.00,4,2
"=Image(""http://ecx.images-amazon.com/images/I/51vXydjEjeL._SL75_.jpg"")",New GRE Math Workbook (Kaplan GRE Math Workbook),Kaplan,$19.99,1419550039,9781419550034,754,5.00,2,1
"=Image(""http://ecx.images-amazon.com/images/I/51+Cmn5EFgL._SL75_.jpg"")",MKTG 4 (with Marketing CourseMate with eBook Printed Access Card),Charles W. Lamb,$59.95,0538468246,9780538468244,8363,3.00,4,2
"=Image(""http://ecx.images-amazon.com/images/I/51ES9+buJWL._SL75_.jpg"")",Murach's C++ 2008 (Murach: Training & Reference),Prentiss Knowlton,$52.50,1890774545,9781890774547,332525,0.0,0,0
"=Image(""http://ecx.images-amazon.com/images/I/51qbEZrALzL._SL75_.jpg"")",Hacking For Dummies,Kevin Beaver,$29.99,0470550937,9780470550939,63066,3.53,6,0
"=Image(""http://ecx.images-amazon.com/images/I/414EXCYneLL._SL75_.jpg"")",CompTIA Security+ Exam Cram (2nd Edition),Diane Barrett,$44.99,078973804X,9780789738042,42697,3.75,8,4
"=Image(""http://ecx.images-amazon.com/images/I/516NydBnBoL._SL75_.jpg"")",CompTIA Security+ Certification Kit: SY0-201,Emmett Dulaney,$99.97,0470404868,9780470404867,162379,3.00,2,1
"=Image(""http://ecx.images-amazon.com/images/I/51d98SvKf4L._SL75_.jpg"")",Mies Van Der Rohe: 1886-1969 (Basic Architecture),Claire Zimmerman,$9.99,3822836435,9783822836439,287085,3.93,22,15
"=Image(""http://ecx.images-amazon.com/images/I/515aQr3H7lL._SL75_.jpg"")",The Data Warehouse Lifecycle Toolkit,Ralph Kimball,$50.00,0470149779,9780470149775,32098,3.67,22,6
"=Image(""http://ecx.images-amazon.com/images/I/41b7X8vMicL._SL75_.jpg"")","Understanding User-Web Interactions via Web Analytics (Synthesis Lectures on Information Concepts, Retrieval, and Services)",Bernard J. (Jim) Jansen,$30.00,1598298518,9781598298512,494484,0.0,1,0
"=Image(""http://ecx.images-amazon.com/images/I/51izsuuMP2L._SL75_.jpg"")",A Guide to the Project Management Body of Knowledge: (Pmbok Guide),,$65.95,1933890517,9781933890517,289,3.42,105,43
"=Image(""http://ecx.images-amazon.com/images/I/51fmVu24qaL._SL75_.jpg"")","Core Java™, Volume I--Fundamentals (8th Edition)",Cay S. Horstmann,$59.99,0132354764,9780132354769,18695,3.89,25,9
"=Image(""http://ecx.images-amazon.com/images/I/51rrtIO2K0L._SL75_.jpg"")",Nice Girls Don't Get the Corner Office: 101 Unconscious Mistakes Women Make That Sabotage Their Careers (Business Plus),Lois P. Frankel,$14.99,0446693316,9780446693318,2628,3.49,1045,548
"=Image(""http://ecx.images-amazon.com/images/I/51i72adnRXL._SL75_.jpg"")",A Man Called Intrepid: The Incredible WWII Narrative of the Hero Whose Spy Network and Secret Diplomacy Changed the Course of History,William Stevenson,$19.95,159921170X,9781599211701,14131,4.13,22,9
"=Image(""http://ecx.images-amazon.com/images/I/51qaD2VnM1L._SL75_.jpg"")","Information Technology Project Management, Revised (with Premium Online Content Printed Access Card)",Kathy Schwalbe,$111.95,1111221758,9781111221751,40532,5.00,6,3
"=Image(""http://ecx.images-amazon.com/images/I/517n7XiM7jL._SL75_.jpg"")",Data-Driven Marketing: The 15 Metrics Everyone in Marketing Should Know,Mark Jeffery,$29.95,0470504544,9780470504543,19875,3.50,9,2
"=Image(""http://ecx.images-amazon.com/images/I/51xZJf27rDL._SL75_.jpg"")",Head First Pmp: A Brain-Friendly Guide to Passing the Project Management Professional Exam,Jennifer Greene,$69.99,0596801912,9780596801915,31191,4.00,21,8
"=Image(""http://ecx.images-amazon.com/images/I/41Z3XNXTcHL._SL75_.jpg"")",A Short History of Nearly Everything,Bill Bryson,$16.99,076790818X,9780275980528,820,3.40,12,5
"=Image(""http://ecx.images-amazon.com/images/I/41hlrPsc96L._SL75_.jpg"")","The Power Formula for Linkedin Success: Kick-start Your Business, Brand, and Job Search",Wayne Breitbarth,$16.95,1608320936,9781608320936,9448,4.50,9,4
"=Image(""http://ecx.images-amazon.com/images/I/41hSfKjF3wL._SL75_.jpg"")",Beginning C++ Through Game Programming,Michael Dawson,$34.99,1435457420,9781435457423,17578,0.0,5,0
"=Image(""http://ecx.images-amazon.com/images/I/51Cb32QZDfL._SL75_.jpg"")",Enterprise JavaBeans 3.1,Andrew Lee Rubinger,$54.99,0596158025,9780596158026,41653,2.00,2,0
"=Image(""http://ecx.images-amazon.com/images/I/51F9CnsKkgL._SL75_.jpg"")",Murach's JavaScript and DOM Scripting (Murach: Training & Reference),Ray Harris,$54.50,1890774553,9781890774554,50814,3.00,9,2
"=Image(""http://ecx.images-amazon.com/images/I/51T7sb5tx5L._SL75_.jpg"")",Stealing Rembrandts: The Untold Stories of Notorious Art Heists,Anthony M. Amore,$25.00,0230108539,9780230108530,3525,3.67,18,1
"=Image(""http://ecx.images-amazon.com/images/I/41jW8S0LmDL._SL75_.jpg"")",How to Study,Ron Fry,$13.99,1435459687,9781435459687,7576,4.50,1,0
"=Image(""http://ecx.images-amazon.com/images/I/416Te4p4YpL._SL75_.jpg"")","The C Answer Book: Solutions to the Exercises in 'The C Programming Language,' Second Edition",Clovis L. Tondo,$48.67,0131096532,9780131096530,41379,3.00,7,1
"=Image(""http://ecx.images-amazon.com/images/I/51mk9jWHzSL._SL75_.jpg"")",PHP Solutions: Dynamic Web Design Made Easy,David Powers,$44.99,1430232498,9781430232490,74934,4.00,3,1
"=Image(""http://ecx.images-amazon.com/images/I/51Gq7Nj2BcL._SL75_.jpg"")","The Compass of Pleasure: How Our Brains Make Fatty Foods, Orgasm, Exercise, Marijuana, Generosity, Vodka, Learning, and Gambling Feel So Good",David J. Linden,$26.95,0670022586,9780670022588,473,3.45,474,20
"=Image(""http://ecx.images-amazon.com/images/I/410gZRzoxLL._SL75_.jpg"")",Surveillance or Security?: The Risks Posed by New Wiretapping Technologies,Susan Landau,$29.95,0262015307,9780262015301,4100,0.0,8,0
"=Image(""http://ecx.images-amazon.com/images/I/51nZa+dc-OL._SL75_.jpg"")",Introducing  Communication Theory: Analysis and Application,Richard West,,0073385077,9780073385075,48659,3.00,3,1
"=Image(""http://ecx.images-amazon.com/images/I/41TulPl4FuL._SL75_.jpg"")",Adobe Flash Professional CS5 Classroom in a Book,Adobe Creative Team,$54.99,0321701801,9780321701800,18375,3.00,10,4
"=Image(""http://ecx.images-amazon.com/images/I/51OF-BabCgL._SL75_.jpg"")","Battle of the Fang (A Warhammer 40,000 - Space Marine Battles)",Chris Wraight,$11.99,1849700478,9781849700474,11975,4.00,19,4
"=Image(""http://ecx.images-amazon.com/images/I/51IMhRdpXsL._SL75_.jpg"")","Visualize This: The FlowingData Guide to Design, Visualization, and Statistics",Nathan Yau,$39.99,0470944889,9780470944882,1076,0.0,20,0
"=Image(""http://ecx.images-amazon.com/images/I/41rdyRKBtvL._SL75_.jpg"")","Publication Manual of the American Psychological Association, Sixth Edition",,$28.95,1433805618,9781433805615,32,3.16,130,54
"=Image(""http://ecx.images-amazon.com/images/I/51223HZVFAL._SL75_.jpg"")","Algebra and Trigonometry: Structure and Method, Book 2",,$106.67,0395977258,9780395977255,2126,4.50,5,1
"=Image(""http://ecx.images-amazon.com/images/I/410ZGrwPg8L._SL75_.jpg"")",Accounting Information Systems (11th Edition),Marshall B. Romney,$221.33,0136015182,9780136015185,23115,3.86,9,4
"=Image(""http://ecx.images-amazon.com/images/I/41EUQT+ZgQL._SL75_.jpg"")",Web 2.0 Tools and Strategies for Archives and Local History Collections,Kate Theimer,$84.95,1555706797,9781555706791,507772,0.0,2,0
"=Image(""http://ecx.images-amazon.com/images/I/41luNYNqTdL._SL75_.jpg"")",Microsoft SharePoint 2010 Plain & Simple: Learn the simplest ways to get things done with Microsoft SharePoint 2010,Johnathan Lightfoot,$24.99,0735642281,9780735642287,5344,0.0,1,0
"=Image(""http://ecx.images-amazon.com/images/I/51oGxeToEjL._SL75_.jpg"")",Using Web 2.0 Tools in the K-12 Classroom,Beverley E. Crane,$64.95,1555706533,9781555706531,504166,4.00,11,2
"=Image(""http://ecx.images-amazon.com/images/I/41tl5uLeJwL._SL75_.jpg"")",Access 2007: The Missing Manual,Matthew MacDonald,$34.99,0596527608,9780596527600,16263,4.21,25,13
"=Image(""http://ecx.images-amazon.com/images/I/51loQrUFfVL._SL75_.jpg"")","Coaching Agile Teams: A Companion for ScrumMasters, Agile Coaches, and Project Managers in Transition (Addison-Wesley Signature Series (Cohn))",Lyssa Adkins,$42.99,0321637704,9780321637703,101572,3.83,19,6
"=Image(""http://ecx.images-amazon.com/images/I/51DPTc2gFEL._SL75_.jpg"")",Microsoft Expression Web 4 Step by Step (Step By Step (Microsoft)),Chris Leeds,$44.99,0735639027,9780735639027,16582,4.00,3,1
"=Image(""http://ecx.images-amazon.com/images/I/51QcGISEyDL._SL75_.jpg"")",Teach Yourself Visually WordPress,Janet Majure,$29.99,047057092X,9780470570920,19872,2.86,15,7
"=Image(""http://ecx.images-amazon.com/images/I/51hihVmYI1L._SL75_.jpg"")",Murach's PHP and MySQL (Murach: Training & Reference),Joel Murach,$54.50,1890774561,9781890774561,23733,4.00,5,1
